Size BST-Insert AVL-Insert BST-Find AVL-Find
857 3728 164 4025 165
858 3805 120 3999 111
859 3728 126 4136 126
860 3749 149 4104 95
861 3714 148 4048 134
862 3737 158 4076 103
863 3779 163 4078 64
864 3759 161 4049 57
865 3759 178 4179 147
866 3761 165 4160 101
867 3774 164 3869 114
868 3767 145 3840 92
869 3776 149 4068 144
870 3774 139 4052 97
871 3713 145 4142 100
872 3724 148 4111 76
873 3822 165 4107 107
874 3748 147 4072 88
875 3772 162 4138 128
876 3748 136 4117 95
877 3757 157 4126 133
878 3778 154 4100 101
879 3783 168 4124 122
880 3833 174 4078 99
881 4055 185 3962 146
882 3789 151 3939 109
883 3783 177 4142 138
884 3795 155 4125 92
885 3807 170 4193 138
886 3901 155 4156 152
887 3824 150 4233 95
888 3836 163 4191 79
889 3824 169 3971 131
890 3824 148 4114 102
891 3841 151 3987 113
892 3848 163 3978 101
893 3849 175 3967 148
894 3852 159 3960 109
895 3858 144 3992 69
896 3865 164 3974 54
897 3871 207 4039 183
898 3882 129 3971 106
899 3865 149 3867 172
900 3884 161 3917 99
901 3903 183 4035 182
902 3902 154 4009 106
903 3901 164 3800 133
904 3911 166 3765 86
905 3907 157 3799 171
906 3914 159 3762 103
907 3927 146 4069 127
908 3917 138 4069 92
909 3935 157 4093 124
910 3900 132 4088 99
911 3920 146 4496 73
912 3938 157 4360 58
913 3948 170 4099 164
914 3947 159 4125 114
915 3935 331 3842 147
916 3956 150 3831 95
917 4127 149 4415 142
918 3969 163 4400 98
919 3970 163 4350 82
920 3987 178 4374 70
921 3986 183 4336 131
922 3987 167 4338 90
923 3996 177 4355 130
924 3995 155 4343 89
925 3998 163 4354 201
926 4017 147 4308 130
927 4017 155 4403 89
928 4008 141 4173 70
929 4019 167 4195 149
930 4094 154 4189 110
931 4059 174 4315 122
932 4142 171 4201 79
933 4030 150 4409 148
934 4063 133 4385 100
935 4027 143 3966 105
936 4005 137 3975 84
937 4016 147 4221 160
938 4020 126 4202 108
939 4035 148 4234 111
940 4090 151 4214 80
941 4064 178 4270 206
942 4074 156 4246 130
943 4092 178 4061 110
944 4076 189 4042 77
945 4095 202 4057 168
946 4099 182 4032 105
947 4103 169 4049 103
948 4099 145 4071 87
949 4097 153 4547 134
950 4118 151 4516 105
951 4130 144 4056 92
952 4128 152 4044 82
953 4130 155 4527 126
954 4130 158 4567 106
955 4151 166 4528 92
956 4140 143 4516 79
957 4122 139 4444 157
958 4142 135 4838 133
959 4341 160 4077 88
960 4152 127 4052 59
961 4124 191 4529 170
962 4133 124 4395 107
963 4152 139 4296 113
964 4148 135 4288 94
965 4212 158 4453 122
966 4278 164 4447 95
967 4200 163 4554 98
968 4193 179 4544 73
969 4196 176 4420 114
970 4255 163 4409 90
971 4216 162 4537 133
972 4211 157 4669 89
973 4219 167 4560 165
974 4234 171 4562 107
975 4237 172 4605 93
976 4235 181 4779 65
977 4316 207 4533 156
978 4272 172 4756 110
979 4269 160 5031 133
980 4259 151 4400 89
981 4270 175 4405 166
982 4285 148 4384 120
983 4272 146 4293 127
984 4379 155 4188 92
985 4277 169 4197 152
986 4290 157 4219 115
987 4319 161 4467 125
988 4307 148 4421 105
989 4309 167 4827 141
990 4318 144 4719 99
991 4323 146 4671 72
992 4316 146 4660 63
993 4334 199 4486 154
994 4309 128 4462 110
995 4324 142 4489 99
996 4328 127 4492 84
997 4425 155 4474 171
998 4336 158 4461 105
999 4344 156 4483 118
1000 4349 166 4587 91
1001 4522 165 4502 131
1002 4351 162 4477 98
1003 4367 165 4795 131
1004 4372 161 4702 102
1005 4374 164 4740 166
1006 4372 146 4773 117
1007 4587 155 4579 78
1008 4407 154 5603 76
1009 4459 187 4816 137
1010 4432 152 4807 108
1011 4438 154 4975 127
1012 4584 150 4802 93
1013 4424 177 4796 126
1014 4478 147 4777 99
1015 4424 139 4842 91
1016 4421 134 4805 80
1017 4431 200 4606 159
1018 4452 157 4469 120
1019 4462 162 4721 134
1020 4485 182 4712 101
1021 4467 179 4749 151
1022 4472 165 4730 109
1023 4582 171 4743 46
1024 4779 160 4724 32
1025 4488 192 4735 179
1026 4509 162 4857 105
1027 4568 174 4407 129
1028 4430 154 4222 83
1029 4479 203 4791 174
1030 4445 148 4797 97
1031 4464 164 4897 134
1032 4486 162 4900 87
1033 4484 181 4756 187
1034 4483 159 4647 106
1035 4484 149 4623 120
1036 4485 158 4602 87
1037 4485 151 4625 103
1038 4522 173 4606 85
1039 4525 179 4680 85
1040 4597 168 4768 68
1041 4520 187 4873 125
1042 4530 176 4870 75
1043 4537 202 4830 109
1044 4550 188 4681 81
1045 4529 172 5256 168
1046 4562 170 4921 100
1047 4547 171 4849 101
1048 4565 161 4820 80
1049 4566 177 4901 134
1050 4566 175 4888 91
1051 4584 177 4936 125
1052 4594 181 4912 85
1053 4591 191 4950 125
1054 4592 149 4941 96
1055 4616 162 4997 75
1056 4617 173 4976 55
1057 4611 196 5002 137
1058 4704 173 4994 87
1059 4625 180 4928 138
1060 4597 143 4992 95
1061 4603 157 4792 145
1062 4617 147 4770 107
1063 4725 165 4930 85
1064 4648 154 4980 73
1065 4652 186 5203 128
1066 4828 179 5113 111
1067 4704 176 4952 114
1068 4814 182 5053 90
1069 4727 169 5049 142
1070 4735 173 5603 105
1071 4740 166 5176 85
1072 4752 182 5132 63
1073 4767 213 5171 123
1074 4780 215 5147 95
1075 4832 220 5136 125
1076 4794 193 5114 90
1077 4781 187 5167 110
1078 4781 182 5453 92
1079 4805 175 4614 119
1080 4808 175 4598 83
1081 4787 178 4822 154
1082 4781 157 4813 110
1083 4794 162 5220 137
1084 4808 166 5157 99
1085 4797 156 5343 174
1086 4802 154 5198 115
1087 4828 171 5136 66
1088 4815 170 5114 50
1089 5366 202 5055 164
1090 4827 173 4985 105
1091 4839 175 5187 109
1092 4800 148 5249 80
1093 4843 175 5242 157
1094 4804 167 5179 103
1095 4808 165 5015 245
1096 4844 188 5125 80
1097 4907 173 5102 129
1098 4837 166 5031 94
1099 5166 165 4994 122
1100 4852 160 4936 90
1101 4860 178 5023 113
1102 4775 172 5006 96
1103 4814 159 5357 80
1104 4799 166 5277 73
1105 4820 199 5297 123
1106 4856 171 5249 92
1107 4833 170 5081 117
1108 4842 175 5054 81
1109 4825 172 4774 130
1110 4832 179 4762 103
1111 4834 165 4928 105
1112 4877 152 5152 77
1113 4841 171 5030 122
1114 4838 164 4932 97
1115 4822 164 5286 115
1116 4822 127 5273 94
1117 5033 160 5287 149
1118 4765 150 5260 112
1119 4765 161 5013 63
1120 4849 172 4962 54
1121 4798 208 4833 132
1122 4800 167 5002 89
1123 4792 158 5320 147
1124 4772 130 5876 107
1125 4796 155 5278 163
1126 4789 142 5265 118
1127 5173 151 5285 99
1128 5014 144 5434 82
1129 5036 170 5299 107
1130 4827 160 5347 84
1131 4835 176 5030 126
1132 4836 156 5018 89
1133 4836 149 5321 154
1134 4847 146 5307 108
1135 4861 164 5394 105
1136 4841 150 5378 85
1137 4848 179 5414 181
1138 4939 175 5392 121
1139 4882 165 5439 100
1140 4881 162 5345 83
